Report Id,Policy Regime,Financial period start date,Start date,End date,Filing date,Company,Company number,Qualifying contracts in reporting period,Payments made in reporting period,Qualifying construction contracts in reporting period,Construction contracts have retention clauses,Average time to pay,Total value invoices paid within 30 days,Total value invoices paid between 31 and 60 days,Total value invoices paid later than 60 days,% Invoices paid within 30 days,% Invoices paid between 31 and 60 days,% Invoices paid later than 60 days,Total value invoices paid later than agreed terms,% Invoices not paid within agreed terms,% Invoices not paid due to dispute,Shortest (or only) standard payment period,Longest standard payment period,Standard payment terms,Payment terms have changed,Suppliers notified of changes,Maximum contractual payment period,Maximum contractual payment period information,Other information payment terms,Retention clauses included in all construction contracts,Retention clauses included in standard payment terms,Retention clauses are used in specific circumstances,Description of specific circumstances for retention clauses,Retention clauses used above a specific sum,Value above which retention clauses are used,Retention clauses are at a standard rate,Retention clauses standard rate percentage,Retention clauses have parity with client,Description of parity policy,Retention clause money release description,Retention clause money release is staged,Description of stages for money release,Retention value compared to client retentions as %,Retention value compared to total payments as %,Dispute resolution process,Participates in payment codes,E-Invoicing offered,Supply-chain financing offered,Policy covers charges for remaining on supplier list,Charges have been made for remaining on supplier list,URL
360,Regime-1,None,5/1/2017,10/31/2017,1/23/2018,CLEVELAND CABLE COMPANY LIMITED,05538824,TRUE,FALSE,FALSE,FALSE,48,,,,19,56,25,0,7,0,60,,60 DAYS FROM END OF MONTH OF INVOICE DATE,,,60,,SPECIFIC SUPPLIER CONTRACT PAYMENT TERMS CAN BE AGREED WHICH MAY BE DIFFERENT TO THE STANDARD PAYMENT TERMS,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,ALL DISPUTES/COMPLAINTS ARE HANDLED BY THE PURCHASE LEDGER DEPARTMENT AND ARE DEALT WITH IN ACCORDANCE WITH OUR INTERNAL PROCEDURES. ONCE THE DISPUTE HAS BEEN RESOLVED THE INVOICE IS INCLUDED IN THE NEXT MONTH END PAYMENT RUN. ,No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/360
361,Regime-1,None,7/1/2017,12/31/2017,1/23/2018,FIL INVESTMENT MANAGEMENT LIMITED,02349713,TRUE,FALSE,FALSE,FALSE,24,,,,90,9,1,0,13,0,0,60,"The Company’s standard contractual payment terms for all qualifying contracts are payments within 60 days after invoice receipt date and they are the maximum payment terms the Company has with suppliers. Other payment terms may apply after negotiation with suppliers without ever exceeding above mentioned maximum payment terms. The agreed payment terms are subsequently reflected in our contractual documentation and accounting system. There were no changes to standard payment terms in the reporting period.

Invoices should be submitted in PDF format to invoices.fidelity@fil.com; any supplier communications including dispute or concern matters should be sent in the first instance to p2p.uk@fil.com. The supplier and the Company shall use all reasonable endeavours to discuss and resolve any payment dispute. If the parties cannot resolve the dispute within five working days, the dispute shall be referred in the second instance to the immediate manager for discussion and in the third instance to a Senior officer of the Company.
",,,60,FIL Investment Management Limited is the main payment company for the FIL Holdings (UK) Limited consolidated group.,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"Invoices should be submitted in PDF format to invoices.fidelity@fil.com; any supplier communications including dispute or concern matters should be sent in the first instance to p2p.uk@fil.com. The supplier and the Company shall use all reasonable endeavours to discuss and resolve any payment dispute. If the parties cannot resolve the dispute within five working days, the dispute shall be referred in the second instance to the immediate manager for discussion and in third instance to a Senior officer of the Company.",No,TRUE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/361
362,Regime-1,None,7/1/2017,12/31/2017,1/24/2018,RENISHAW P L C,01106260,TRUE,FALSE,FALSE,FALSE,46,,,,11,82,7,0,25,0,60,,"It is the Company policy to agree appropriate terms of payment with each supplier, and to pay invoices in line with those terms subject to the timely submission of satisfactory invoices. Payment runs for each currency are made at both the middle and end of each month. To avoid invoices on the standard terms of 60 days being paid late, we endeavour whenever possible to pay these on month end 30 day terms. This approach results in the average time taken to pay invoices being 46 days compared to the standard 60 day terms.",,,90,,"25% of invoices due in the period were not paid within the contractual terms. Most invoices paid beyond the due date were on 30 day terms or less. Of the invoices paid beyond terms, 68% were paid on the next available bi-monthly payment run and were therefore paid within two weeks of the due date. The 25% of payments not paid within terms includes items that were still in dispute at the due date. Invoices are paid promptly once disputes are resolved.

During the reporting period, 93% of invoices were paid within 60 days. Many of the invoices paid beyond 60 days relate to either intercompany supplies or disputed invoices. Excluding invoices still in dispute after 60 days, more than 95% of invoices were paid within 60 days.",FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"The Company is committed to dealing with its suppliers in a fair, honest and professional manner. We seek to resolve queries as quickly as possible to both party’s satisfaction prior to payment being made. Invoice queries are dealt with in the first instance by the Purchasing Department who are made aware of issues within a week of Accounts Payable receiving the invoice. Senior managers from both the Finance and Purchasing Departments review follow up activities on outstanding queries each month. An escalation process is in place whereby items not satisfactorily resolved in the first instance are elevated to the Divisional General Manager, the Head of Group Finance and ultimately to the Group Finance Director.",The Prompt Payment Code,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/362
363,Regime-1,None,7/1/2017,12/31/2017,1/24/2018,E H SMITH (BUILDERS MERCHANTS) LIMITED,00800907,TRUE,FALSE,FALSE,FALSE,48,,,,18,65,17,0,61,0,30,45,Payment terms are net monthly ie 30 days after month end of transaction,,,45,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,Invoice disputes are handled by our Purchase Ledger team purchaseledger@ehsmith.co.uk who will then liaise with the supplier and relevant branch to resolve the query. ,No,TRUE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/363
364,Regime-1,None,7/1/2017,12/31/2017,1/24/2018,HORDER HEALTHCARE,03052242,TRUE,FALSE,FALSE,FALSE,21,,,,94,5,1,0,6,0,30,,30 days payment terms,,,30,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"Investigation, discussion with supplier and withholding of payment until dispute has been resolved.",No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/364
365,Regime-1,None,7/1/2017,12/31/2017,1/24/2018,FIL INVESTMENT SERVICES (UK) LIMITED,02016555,TRUE,FALSE,FALSE,FALSE,21,,,,100,0,0,0,0,0,0,60,"The Company’s standard contractual payment terms for all qualifying contracts are payments within 60 days after invoice receipt date and they are the maximum payment terms the Company has with suppliers. Other payment terms may apply after negotiation with suppliers without ever exceeding above mentioned maximum payment terms. The agreed payment terms are subsequently reflected in our contractual documentation and accounting system. There were no changes to standard payment terms in the reporting period.

",,,60,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"Invoices should be submitted in PDF format to invoices.fidelity@fil.com; any supplier communications including dispute or concern matters should be sent in the first instance to p2p.uk@fil.com. The supplier and the Company shall use all reasonable endeavours to discuss and resolve any payment dispute. If the parties cannot resolve the dispute within five working days, the dispute shall be referred in the second instance to the immediate manager for discussion and in the third instance to a Senior officer of the Company.",No,TRUE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/365
366,Regime-1,None,7/1/2017,12/31/2017,1/24/2018,FIL PENSIONS MANAGEMENT,02015142,TRUE,FALSE,FALSE,FALSE,29,,,,60,40,0,0,33,0,0,60,The Company’s standard contractual payment terms for all qualifying contracts are payments within 60 days after invoice receipt date and they are the maximum payment terms the Company has with suppliers. Other payment terms may apply after negotiation with suppliers without ever exceeding above mentioned maximum payment terms. The agreed payment terms are subsequently reflected in our contractual documentation and accounting system. There were no changes to standard payment terms in the reporting period.,,,60,"FIL Investment Management Limited (""FIML"") is the main payment company for the FIL Holdings (UK) Limited consolidated group. FIL Pensions Management made six qualifying payments during the period of which two payments were after the due date. The statistics for FIML are more representative of the payment performance of the UK group.",,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"Invoices should be submitted in PDF format to invoices.fidelity@fil.com; any supplier communications including dispute or concern matters should be sent in the first instance to p2p.uk@fil.com. The supplier and the Company shall use all reasonable endeavours to discuss and resolve any payment dispute. If the parties cannot resolve the dispute within five working days, the dispute shall be referred in the second instance to the immediate manager for discussion and in the third instance to a Senior officer of the Company.",No,TRUE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/366
367,Regime-1,None,7/1/2017,12/31/2017,1/24/2018,FIL LIFE INSURANCE LIMITED,03406905,TRUE,FALSE,FALSE,FALSE,22,,,,100,0,0,0,0,0,0,60,The Company’s standard contractual payment terms for all qualifying contracts are payments within 60 days after invoice receipt date and they are the maximum payment terms the Company has with suppliers. Other payment terms may apply after negotiation with suppliers without ever exceeding above mentioned maximum payment terms. The agreed payment terms are subsequently reflected in our contractual documentation and accounting system. There were no changes to standard payment terms in the reporting period.,,,60,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"Invoices should be submitted in PDF format to invoices.fidelity@fil.com; any supplier communications including dispute or concern matters should be sent in the first instance to p2p.uk@fil.com. The supplier and the Company shall use all reasonable endeavours to discuss and resolve any payment dispute. If the parties cannot resolve the dispute within five working days, the dispute shall be referred in the second instance to the immediate manager for discussion and in the third instance to a Senior officer of the Company.",No,TRUE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/367
368,Regime-1,None,7/1/2017,12/31/2017,1/24/2018,J.S.BLOOR (SERVICES) LIMITED,02164993,TRUE,FALSE,FALSE,FALSE,36,,,,29,68,3,0,2,0,7,90,"The business has standard payment terms for all suppliers.
The standard payment terms for all suppliers is the last working day of the month (or other such period specified in the works instruction) immediately following the month in which the supplier submits their invoice/application for payment.
",,,90,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"Initial queries are dealt with by the purchase ledger department. This department will liaise with the invoice approver to ascertain any extenuating circumstances. Failing this, any disputes will be escalated to the Finance Director. ",No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/368
369,Regime-1,None,7/2/2017,1/1/2018,1/24/2018,REVOLUTION BARS LIMITED,08838980,TRUE,FALSE,FALSE,FALSE,35,,,,58,28,14,0,66,0,1,166,30 days,,,60,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"On instances, when there is a dispute or error with the payment, the concerned supplier will either email or ring the accounts payable department. The accounts payable will make a note of the query and will try to resolve the query as soon as possible. Depending on the complexity, it will either be resolved by the accounts payable clerk or escalated to their line manager. Once the issue has been resolved, the supplier will be advised of the payment date, along with the remittance slip. ",No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/369
370,Regime-1,None,7/1/2017,12/31/2017,1/24/2018,BLOOR HOMES LIMITED,02162561,TRUE,FALSE,FALSE,FALSE,36,,,,29,68,3,0,2,0,7,90,"The business has standard payment terms for subcontractors and suppliers.

The standard payment terms for sub-contractor billing sheets are within 7 days from the authorised billing sheet date.

The standard payment terms for suppliers/contractors is the last working day of the month (or other such period specified in the works instruction) immediately following the month in which the supplier submits their invoice/application for payment.
",,,90,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"Initial queries are dealt with by the purchase ledger department. This department will liaise with the invoice approver to ascertain any extenuating circumstances. Failing this, any disputes will be escalated to the Finance Director. ",No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/370
371,Regime-1,None,7/1/2017,12/31/2017,1/25/2018,CHIVAS BROTHERS LIMITED,SC268758,TRUE,FALSE,FALSE,FALSE,51,,,,16,52,32,0,8,0,60,90,"Standard payment terms are ""End of Month + 60days from the date we receive the invoice in Accounts Payable"".  
Therefore payment period will be between 60 days and 90 days.",,,120,Intercompany only,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"In the first instances, all queries should be directed to Accounts Payable via their dedicated email address",No,TRUE,TRUE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/371
373,Regime-1,None,7/1/2017,12/31/2017,1/25/2018,MILLBROOK HEALTHCARE LTD,00833987,TRUE,FALSE,FALSE,FALSE,34,,,,40,54,7,0,32,0,60,,Standard payment terms are 30 days EoM,,,75,45 days EoM,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"If an invoice doesn't agree to an outstanding PO, whether it be for value, quantity or non receipt they are logged on the accounts system and sent to the buying department.

The turn around of invoice dispute to resolution will depend on the complexity of the query and response times from suppliers our internal departments.",No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/373
374,Regime-1,None,5/7/2017,11/4/2017,1/25/2018,G'S FRESH LIMITED,05440764,TRUE,FALSE,FALSE,FALSE,28,,,,67,30,3,0,21,0,7,60,"The majority of payments are subject to 28-39 day terms for fresh produce sold on behalf of our growing base along with payments for services i.e. Distribution.  The majority of payments are either made weekly or bi-weekly as agreed with our suppliers.  The bi-weekly payments are primarily the cause of some payments going outside of terms.
7 day terms only apply to a very few suppliers, mainly for labour.
60 day terms again only apply to very few suppliers.",,,60,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,Disputes are reviewed on an individual basis between the finance team and the team that manage the supplier with the dispute. ,No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/374
375,Regime-1,None,7/1/2017,12/31/2017,1/25/2018,REED ONLINE LIMITED,06317279,TRUE,FALSE,FALSE,FALSE,35,,,,65,27,8,0,35,0,30,,"It is the Company’s policy to agree appropriate terms of payment with suppliers for each transaction or series of transactions, and to abide by those terms based on the timely submission of satisfactory invoices. The majority of suppliers are paid on 30 day terms. ",,,30,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"Any dispute is resolved between the accounts department and the supplier. 

In the first instance disputes will be dealt with by the individuals responsible for the supply agreement, with support from the finance department. Failure to meet resolution will be escalated to the Finance Director.
",No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/375
376,Regime-1,None,7/1/2017,12/31/2017,1/25/2018,OGILVIE FLEET LIMITED,SC067027,TRUE,FALSE,FALSE,FALSE,27,,,,92,7,1,0,8,0,14,30,Our Standard Payment Terms are 28 days,,,28,Most of our contracts are reviewed annually,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"Our system allows us to mark an invoice as ""disputed"" to prevent it being picked up for payment.  We always go back to the supplier and query any discrepancy against the agreed price versus the invoiced price.  Everything we are invoiced for, has had the price agreed beforehand, i.e. new vehicle purchases, daily hire charges and vehicle maintenance costs and is signed off by the relevant department head.",No,TRUE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/376
377,Regime-1,None,7/1/2017,12/31/2017,1/25/2018,WHICH? LIMITED,00677665,TRUE,FALSE,FALSE,FALSE,16,,,,98,1,1,0,22,0,30,,"Where Which? Limited operates its relationships on its own terms, the standard contractual length of time for payment of invoices is 30 days.  The maximum length of time applied during the reporting period was 30 days.  There were no changes to the standard payment terms during the reporting period.",,,30,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"Complaints or concerns relating to payment practices will, in the first instance, be considered and/or investigated by the bought ledger manager following receipt.  Disputes are handled on a case by case basis with appropriate input from the relationship manager, Group Risk and Group Legal as considered necessary.

Supplier correspondence relating to invoices, changes to details and complaints should be sent directly to the Bought Ledger team via email or post.",No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/377
378,Regime-1,None,6/30/2017,12/31/2017,1/25/2018,COCHLEAR EUROPE LIMITED,03874867,TRUE,FALSE,FALSE,FALSE,24,,,,82,16,2,0,18,0,30,45,The standard payment term is 30 days net,,,45,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,Disputes handled by the budget holder,No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/378
379,Regime-1,None,7/2/2017,1/1/2018,1/25/2018,HALEWOOD INTERNATIONAL LIMITED,03920410,TRUE,FALSE,FALSE,FALSE,49,,,,17,80,3,0,1,0,30,60,End of month following invoice date or end of second month following invoice date,,,90,Payment periods vary depending on requirements of individual supplier,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,Invoice will be rejected to supplier and resolution will be sought.  if resolution cannot be obtained then the invoice will be passed to our legal department.,No,TRUE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/379
380,Regime-1,None,7/1/2017,12/31/2017,1/25/2018,CONSUMERS' ASSOCIATION,00580128,TRUE,FALSE,FALSE,FALSE,12,,,,99,1,0,0,32,0,30,,"Where Consumers' Association operates its relationships on its own terms, the standard contractual length of time for payment of invoices is 30 days.  The maximum length of time applied during the reporting period was 30 days.  There were no changes to the standard payment terms during the reporting period.",,,30,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"Complaints or concerns relating to payment practices will, in the first instance, be considered and/or investigated by the bought ledger manager following receipt.  Disputes are handled on a case by case basis with appropriate input from the relationship manager, Group Risk and Group Legal as considered necessary.  

Supplier correspondence relating to invoices, changes to details and complaints should be sent directly to the Bought Ledger team via email or post.",No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/380
381,Regime-1,None,6/26/2017,12/26/2017,1/25/2018,BYRON HAMBURGERS LIMITED,07228130,TRUE,FALSE,FALSE,FALSE,32,,,,61,31,8,0,48,0,30,,Standard terms are 30 days,,,60,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,Any discrepancies or disputes are highlighted through internal processes and periodically reviewed with suppliers.,No,TRUE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/381
382,Regime-1,None,7/1/2017,12/31/2017,1/26/2018,ACCOLADE WINES LIMITED,00137407,TRUE,FALSE,FALSE,FALSE,46,,,,21,43,36,0,39,0,30,105,"The standard payment terms of Accolade Wines Limited are 75 days from date of invoice. Payment terms are however
negotiated as appropriate for specific sectors or suppliers. The longest agreed payment term of the company is
105 days. Any changes to suppliers terms and conditions are discussed and agreed with the suppliers. Terms and
conditions are reviewed through any tender or contract renegotiation process on an individual supplier basis.",,,105,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"Invoices must be made out with the correct company name and address and sent via email or post to the Accounts Payable department.  The Accounts Payable department can be contacted either via email or telephone weekdays.   Invoices queries are sent to the relevant person within the business via a workflow.  Price queries are sent to Procurement for checking and quantity queries to the person who ordered the goods.  The Accounts Payable team will notify the supplier of any discrepancies and request a credit note.  Supplier balances are reviewed monthly as part of the month end process.  Supplier statement reconciliations are performed on a monthly basis, ensuring that all invoices have been received from the supplier and any overdue invoices are chased on a regular basis.",No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/382
383,Regime-1,None,7/1/2017,12/31/2017,1/26/2018,AFC BOURNEMOUTH LIMITED,06632170,TRUE,FALSE,FALSE,FALSE,16,,,,79,20,1,0,5,0,30,,Standard payment terms are at the end of the week following 30 days from receipt of a valid VAT invoice from the supplier. Significant contracts including those for player transfers and related transactions are subject to specific payment terms as set out in and agreed in the applicable contract.,,,36,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"Suppliers are advised to contact the member of staff who they dealt with initially, or the Accounts team.  Any dispute that cannot be resolved in this way are passed up to the Finance Director and thereafter if still unresolved, a member of the Board.",No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/383
384,Regime-1,None,7/1/2017,12/31/2017,1/26/2018,MCCURRACH UK LTD.,SC039724,TRUE,FALSE,FALSE,FALSE,32,,,,71,23,6,0,36,0,7,60,"Standard contractual terms for goods and services is 60 days, however, specific terms are negotiated depending on the commerical situation. Other most common is 30 day terms.
",,,60,,"We have a varied supplier base, payment terms contracted are dependent on the goods/services provided
",FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"The main point of contact for disputes is the McCurrach Accounts Payable Administrator. When an invoice is disputed the supplier is contacted indicating the invoice and the reason for rejection. To resolve a dispute the supplier is required to provide any additional information, credit note or amendments. 


",No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/384
385,Regime-1,None,7/1/2017,12/31/2017,1/26/2018,DANIEL J. EDELMAN LIMITED,00924113,TRUE,FALSE,FALSE,FALSE,23,,,,81,13,6,0,26,0,7,60,Edelman’s standard payment terms are (i) seven days for payments to freelance consultants; (ii) 30 days for payments to businesses other than Edelman group companies; and (iii) 60 days for payments to Edelman group companies. These payment terms run from the date of receipt of invoice.,,,60,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"Any complaints or concerns regarding payments can be discussed with our finance department or with the business person booking the supplier who will then liaise with our finance department. While issues are rare, we aim to resolve queries as soon as possible. Our suppliers are an important part of our business operations. Through our Code of Ethics and Business Conduct, we are committed to fair dealing in all aspects of our business, including in our relationships with suppliers.",No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/385
386,Regime-1,None,7/1/2017,12/31/2017,1/26/2018,BAKER & MCKENZIE LLP,OC311297,TRUE,FALSE,FALSE,FALSE,26,,,,71,20,9,0,29,0,0,30,"Unless specified otherwise, our Firm's standard terms of settlement are 30 days from the invoice date. We will only accept liability for goods and/or services delivered upon the issue of an invoice appropriately addresses to the related client.",,,30,,"Invoices from Barristers and other professionals which the Firm recharges to our clients will be settled when our clients has settled our invoices, unless specified otherwise with the supplier. Invoices from Barristers and other professionals are not included in the published statistics for this reason, but can be provided upon request.",FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,Any disputes will be dealt with by the appropriate Business manager and the accounts team. Any delays in settlement through no fault of the supplier may be escalated to the Chief Finance Officer for further review.,No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/386
387,Regime-1,None,7/1/2017,12/31/2017,1/26/2018,PERNOD RICARD UK LIMITED,01870414,TRUE,FALSE,FALSE,FALSE,55,,,,32,33,35,0,35,0,0,89,Our standard T&Cs are 60 days with suppliers - main exceptions detailed below,,,89,Intercompany - per note below,"Exceptions to the 60 day terms are agreed:
* Payment of invoices for customer retros would typically match their own payment terms to us, e.g. 30 days.  
* We may agree shorter payment terms where the supplier will not agree to our 60 day terms, e.g. where they have the bargaining power as they provide a differentiated service, where there is a significant upfront cash outlay for an Event, etc.
* Intercompany payments set between 18-31 of invoice date + 2 months (between 80 and 89 days)
* Pernod Ricard Argentina - paid within 1-5 days of issuing stock invoices.",FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,All queries regarding payment of invoices should be emailed to the accounts payable department at accounts.payable@pernod-ricard-uk.com and should be responded to within 2/3  working days. Queries regarding volumes or work done is disputed by the account manager to the supplier.  ,No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/387
388,Regime-1,None,7/1/2017,12/31/2017,1/26/2018,MENZIES LLP,OC336077,TRUE,FALSE,FALSE,FALSE,28,,,,66,31,3,0,34,0,6,30,The vast majority are 30 days,,,30,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,Operational heads have responsibility for approving or disputing invoices.,No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/388
389,Regime-1,None,7/1/2017,12/31/2017,1/26/2018,ELLA'S KITCHEN (BRANDS) LIMITED,05183743,TRUE,FALSE,FALSE,FALSE,23,,,,68,28,4,0,19,0,30,,"Ella's Kitchen does not have standard payment terms.

Payment terms are agreed with suppliers when the business relationship is formed.

The longest payment terms in place are 60 days.",,,60,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"In case of a dispute relating to an invoice, under normal circumstances, the supplier will be informed by the finance team within 5 workings days of receipt of the invoice.

Ella's Kitchen will then require a response from the supplier within 2 working days. If no response is received, or the queries raised are not answered, Ella's Kitchen reserves the right to reject the invoice. In this instance, if the dispute is subsequently resolved, Ella's Kitchen will request for a replacement invoice to be issued. 

After a response has been received to our initial queries we will respond within 2 working days confirming whether we agree or disagree with the response given. If at this point Ella's Kitchen still disputes the original invoice we reserve the right to reject the invoice, but will continue to communicate with the supplier until the issue is resolved. When the issue is resolved if applicable we will request that the supplier issues a replacement invoice.

This dispute resolution process is communicated to all new suppliers.",No,TRUE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/389
390,Regime-1,None,7/1/2017,12/31/2017,1/26/2018,ELLA'S KITCHEN GROUP LIMITED,06792345,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,https://check-payment-practices.service.gov.uk/report/390
391,Regime-1,None,7/1/2017,12/31/2017,1/26/2018,JAMES BRIGGS LIMITED,08435139,TRUE,FALSE,FALSE,FALSE,41,,,,32,49,19,0,0,0,0,90,The standard contractual length is 60 days end of month but we work with our suppliers to set a contractual time for payment of invoice,,,90,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,Disputes with invoices and payments are handled by our accounts payable staff. Contact details can be found on our website www.jamesbriggs.co.uk,No,TRUE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/391
392,Regime-1,None,7/1/2017,12/31/2017,1/26/2018,ELLA'S KITCHEN (IP) LIMITED,06957235,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,https://check-payment-practices.service.gov.uk/report/392
393,Regime-1,None,7/1/2017,12/31/2017,1/26/2018,ELLA'S KITCHEN (INTERNATIONAL) LIMITED,05010368,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,https://check-payment-practices.service.gov.uk/report/393
394,Regime-1,None,7/1/2017,12/31/2017,1/26/2018,HISTON SWEET SPREADS LIMITED,07958787,TRUE,FALSE,FALSE,FALSE,48,,,,20,57,23,0,15,0,1,105,Standard payment terms are 45 days from the end of the month in which the invoice is dated,,,105,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"We strive to resolve any invoice/payment queries and disputes on a timely basis and, where possible, before payment is due. The Account Payable department, in conjunction with procurement and supply chain,  are responsible for dispute resolution. The Accounts Payable Department can be contacted by e-mail on accounts@haindaniels.com.",No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/394
395,Regime-1,None,7/1/2017,12/31/2017,1/26/2018,DANIELS CHILLED FOODS LIMITED,03102559,TRUE,FALSE,FALSE,FALSE,42,,,,30,57,13,0,18,0,1,75,Standard payment terms are 45 days from the end of the month in which the invoice is dated,,,75,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"We strive to resolve any invoice/payment queries and disputes on a timely basis and, where possible, before payment is due. The Account Payable department, in conjunction with procurement and supply chain,  are responsible for dispute resolution. The Accounts Payable Department can be contacted by e-mail on accounts@haindaniels.com.",No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/395
